example_id                                                                                     | status | run_time        |
./spec/interactors/integrations/sync_preview/execute_interactor_spec.rb[1:1:3]                 | passed | 0.00832 seconds |
./spec/interactors/integrations/sync_preview/execute_interactor_spec.rb[1:1:4]                 | passed | 0.00389 seconds |
./spec/interactors/integrations/sync_preview/execute_interactor_spec.rb[1:1:5]                 | passed | 0.00959 seconds |
./spec/interactors/integrations/sync_preview/execute_interactor_spec.rb[1:1:6]                 | passed | 0.00947 seconds |
./spec/interactors/integrations/sync_preview/execute_interactor_spec.rb[1:1:7]                 | passed | 0.01376 seconds |
./spec/interactors/integrations/sync_preview/execute_interactor_spec.rb[1:1:8]                 | passed | 0.00618 seconds |
./spec/interactors/integrations/sync_preview/execute_interactor_spec.rb[1:1:9]                 | passed | 0.01156 seconds |
./spec/interactors/integrations/sync_preview/filter_new_achievements_interactor_spec.rb[1:1:1] | passed | 0.00208 seconds |
./spec/interactors/integrations/sync_preview/filter_new_achievements_interactor_spec.rb[1:1:2] | passed | 0.00148 seconds |
./spec/interactors/reports/augment_report_params_interactor_spec.rb[1:1:1]                     | passed | 0.00416 seconds |
./spec/interactors/reports/augment_report_params_interactor_spec.rb[1:1:2]                     | passed | 0.00137 seconds |
./spec/interactors/reports/execute_generate_interactor_spec.rb[1:1:1]                          | passed | 0.00427 seconds |
./spec/interactors/reports/execute_generate_interactor_spec.rb[1:1:2]                          | passed | 0.00816 seconds |
./spec/interactors/reports/execute_generate_interactor_spec.rb[1:1:3]                          | passed | 0.00698 seconds |
./spec/interactors/selectors/list_page_interactor_spec.rb[1:1:1]                               | passed | 0.02362 seconds |
./spec/interactors/selectors/list_page_interactor_spec.rb[1:1:2]                               | passed | 0.01391 seconds |
./spec/jobs/daily_external_sources_sync_job_spec.rb[1:1:1]                                     | passed | 0.00583 seconds |
./spec/jobs/daily_external_sources_sync_job_spec.rb[1:1:2]                                     | passed | 0.00571 seconds |
./spec/jobs/daily_external_sources_sync_job_spec.rb[1:1:3]                                     | passed | 0.00703 seconds |
./spec/jobs/integration_sync_job_spec.rb[1:1:1]                                                | passed | 0.00181 seconds |
./spec/jobs/integration_sync_job_spec.rb[1:1:2]                                                | passed | 0.0032 seconds  |
./spec/jobs/integration_sync_job_spec.rb[1:1:3]                                                | passed | 0.00498 seconds |
./spec/models/achievement_active_record_spec.rb[1:1]                                           | passed | 0.03119 seconds |
./spec/models/achievement_active_record_spec.rb[1:2]                                           | passed | 0.0226 seconds  |
./spec/models/achievement_catalog_rounding_spec.rb[1:1:1]                                      | passed | 0.01561 seconds |
./spec/models/achievement_catalog_rounding_spec.rb[1:2:1]                                      | passed | 0.02179 seconds |
./spec/models/achievement_catalog_rounding_spec.rb[1:3:1]                                      | passed | 0.01257 seconds |
./spec/models/achievement_catalog_rounding_spec.rb[1:4:1]                                      | passed | 0.01421 seconds |
./spec/models/achievement_field_spec.rb[1:1]                                                   | passed | 0.03621 seconds |
./spec/models/achievement_field_spec.rb[1:2]                                                   | passed | 0.00977 seconds |
./spec/models/achievement_spec.rb[1:1:1]                                                       | passed | 0.0028 seconds  |
./spec/models/achievement_spec.rb[1:2:1]                                                       | passed | 0.00255 seconds |
./spec/models/achievement_spec.rb[1:3:1]                                                       | passed | 0.00259 seconds |
./spec/models/achievement_spec.rb[1:4:1]                                                       | passed | 0.00183 seconds |
./spec/models/achievement_spec.rb[1:5:1]                                                       | passed | 0.00226 seconds |
./spec/models/app_setting_spec.rb[1:1:1]                                                       | passed | 0.00356 seconds |
./spec/models/app_setting_spec.rb[1:1:2]                                                       | passed | 0.00788 seconds |
./spec/models/app_setting_spec.rb[1:2:1]                                                       | passed | 0.00616 seconds |
./spec/models/app_setting_spec.rb[1:2:2]                                                       | passed | 0.0136 seconds  |
./spec/models/app_setting_spec.rb[1:3:1]                                                       | passed | 0.01299 seconds |
./spec/models/app_setting_spec.rb[1:4:1]                                                       | passed | 0.01107 seconds |
./spec/models/app_setting_spec.rb[1:5:1]                                                       | passed | 0.00216 seconds |
./spec/models/app_setting_spec.rb[1:5:2]                                                       | passed | 0.0018 seconds  |
./spec/models/app_setting_spec.rb[1:5:3]                                                       | passed | 0.00219 seconds |
./spec/models/app_setting_spec.rb[1:5:4]                                                       | passed | 0.00209 seconds |
./spec/models/researcher_active_record_spec.rb[1:1:1]                                          | passed | 0.02043 seconds |
./spec/models/researcher_active_record_spec.rb[1:1:2]                                          | passed | 0.02095 seconds |
./spec/models/researcher_active_record_spec.rb[1:1:3]                                          | passed | 0.00451 seconds |
./spec/models/researcher_active_record_spec.rb[1:2:1]                                          | passed | 0.01801 seconds |
./spec/models/researcher_active_record_spec.rb[1:3:1]                                          | passed | 0.02066 seconds |
./spec/models/researcher_active_record_spec.rb[1:3:2]                                          | passed | 0.00901 seconds |
./spec/models/researcher_active_record_spec.rb[1:4:1]                                          | passed | 0.122 seconds   |
./spec/models/researcher_active_record_spec.rb[1:5:1]                                          | passed | 0.13737 seconds |
./spec/models/researcher_active_record_spec.rb[1:6:1]                                          | passed | 0.02764 seconds |
./spec/models/researcher_spec.rb[1:1:1]                                                        | passed | 0.00142 seconds |
./spec/models/researcher_spec.rb[1:1:2]                                                        | passed | 0.00104 seconds |
./spec/models/researcher_spec.rb[1:1:3]                                                        | passed | 0.00126 seconds |
./spec/models/researcher_spec.rb[1:2:1]                                                        | passed | 0.00178 seconds |
./spec/models/researcher_spec.rb[1:2:2]                                                        | passed | 0.00175 seconds |
./spec/models/researcher_spec.rb[1:3:1]                                                        | passed | 0.00111 seconds |
./spec/models/researcher_spec.rb[1:3:2]                                                        | passed | 0.00128 seconds |
./spec/models/researcher_spec.rb[1:4:1]                                                        | passed | 0.00133 seconds |
./spec/models/team_spec.rb[1:1:1]                                                              | passed | 0.02282 seconds |
./spec/models/team_spec.rb[1:1:2]                                                              | passed | 0.00848 seconds |
./spec/models/team_spec.rb[1:2:1]                                                              | passed | 0.02049 seconds |
./spec/models/team_spec.rb[1:3:1]                                                              | passed | 0.02359 seconds |
./spec/models/team_spec.rb[1:4:1]                                                              | passed | 0.01203 seconds |
./spec/models/team_spec.rb[1:4:2]                                                              | passed | 0.01198 seconds |
./spec/requests/api/v1/achievement_participations_spec.rb[1:1:1:1:1]                           | passed | 0.03604 seconds |
./spec/requests/api/v1/achievement_participations_spec.rb[1:2:1:1:1]                           | passed | 0.02642 seconds |
./spec/requests/api/v1/achievement_participations_spec.rb[1:2:1:2:1]                           | passed | 0.01904 seconds |
./spec/requests/api/v1/achievement_participations_spec.rb[1:3:1:1:1]                           | passed | 0.02566 seconds |
./spec/requests/api/v1/achievement_participations_spec.rb[1:3:1:2:1]                           | passed | 0.0375 seconds  |
./spec/requests/api/v1/achievement_participations_spec.rb[1:4:1:1:1]                           | passed | 0.03244 seconds |
./spec/requests/api/v1/achievement_participations_spec.rb[1:4:1:2:1]                           | passed | 0.02255 seconds |
./spec/requests/api/v1/achievement_participations_spec.rb[1:4:1:3:1]                           | passed | 0.02974 seconds |
./spec/requests/api/v1/achievement_participations_spec.rb[1:4:2:1:1]                           | passed | 0.027 seconds   |
./spec/requests/api/v1/achievement_participations_spec.rb[1:4:2:2:1]                           | passed | 0.01949 seconds |
./spec/requests/api/v1/achievement_results_spec.rb[1:1:1:1:1]                                  | passed | 0.03117 seconds |
./spec/requests/api/v1/achievement_results_spec.rb[1:2:1:1:1]                                  | passed | 0.02474 seconds |
./spec/requests/api/v1/achievement_results_spec.rb[1:2:1:2:1]                                  | passed | 0.04115 seconds |
./spec/requests/api/v1/achievement_results_spec.rb[1:3:1:1:1]                                  | passed | 0.01936 seconds |
./spec/requests/api/v1/achievement_results_spec.rb[1:3:1:2:1]                                  | passed | 0.01574 seconds |
./spec/requests/api/v1/achievement_results_spec.rb[1:4:1:1:1]                                  | passed | 0.02312 seconds |
./spec/requests/api/v1/achievement_results_spec.rb[1:4:1:2:1]                                  | passed | 0.0165 seconds  |
./spec/requests/api/v1/achievement_results_spec.rb[1:4:1:3:1]                                  | passed | 0.02398 seconds |
./spec/requests/api/v1/achievement_results_spec.rb[1:4:2:1:1]                                  | passed | 0.0214 seconds  |
./spec/requests/api/v1/achievement_results_spec.rb[1:4:2:2:1]                                  | passed | 0.01737 seconds |
./spec/requests/api/v1/achievement_statuses_spec.rb[1:1:1:1:1]                                 | passed | 0.02485 seconds |
./spec/requests/api/v1/achievement_statuses_spec.rb[1:2:1:1:1]                                 | passed | 0.01615 seconds |
./spec/requests/api/v1/achievement_statuses_spec.rb[1:2:1:2:1]                                 | passed | 0.01462 seconds |
./spec/requests/api/v1/achievement_statuses_spec.rb[1:3:1:1:1]                                 | passed | 0.01789 seconds |
./spec/requests/api/v1/achievement_statuses_spec.rb[1:3:1:2:1]                                 | passed | 0.01542 seconds |
./spec/requests/api/v1/achievement_statuses_spec.rb[1:4:1:1:1]                                 | passed | 0.02929 seconds |
./spec/requests/api/v1/achievement_statuses_spec.rb[1:4:1:2:1]                                 | passed | 0.01428 seconds |
./spec/requests/api/v1/achievement_statuses_spec.rb[1:4:1:3:1]                                 | passed | 0.02055 seconds |
./spec/requests/api/v1/achievement_statuses_spec.rb[1:5:1:1:1]                                 | passed | 0.01831 seconds |
./spec/requests/api/v1/achievement_statuses_spec.rb[1:5:1:2:1]                                 | passed | 0.01538 seconds |
./spec/requests/api/v1/achievement_types_spec.rb[1:1:1:1:1]                                    | passed | 0.05658 seconds |
./spec/requests/api/v1/achievement_types_spec.rb[1:2:1:1:1]                                    | passed | 0.03349 seconds |
./spec/requests/api/v1/achievement_types_spec.rb[1:2:1:2:1]                                    | passed | 0.02488 seconds |
./spec/requests/api/v1/achievement_types_spec.rb[1:3:1:1:1]                                    | passed | 0.06151 seconds |
./spec/requests/api/v1/achievement_types_spec.rb[1:3:1:2:1]                                    | passed | 0.02064 seconds |
./spec/requests/api/v1/achievement_types_spec.rb[1:4:1:1:1]                                    | passed | 0.04197 seconds |
./spec/requests/api/v1/achievement_types_spec.rb[1:4:1:2:1]                                    | passed | 0.02366 seconds |
./spec/requests/api/v1/achievement_types_spec.rb[1:4:1:3:1]                                    | passed | 0.03208 seconds |
./spec/requests/api/v1/achievement_types_spec.rb[1:5:1:1:1]                                    | passed | 0.03001 seconds |
./spec/requests/api/v1/achievement_types_spec.rb[1:5:1:2:1]                                    | passed | 0.02606 seconds |
./spec/requests/api/v1/achievements_spec.rb[1:1:1:1:1]                                         | passed | 0.04266 seconds |
./spec/requests/api/v1/achievements_spec.rb[1:1:1:2:1]                                         | passed | 0.04401 seconds |
./spec/requests/api/v1/achievements_spec.rb[1:2:1:1:1]                                         | passed | 0.03649 seconds |
./spec/requests/api/v1/achievements_spec.rb[1:2:1:2:1]                                         | passed | 0.01521 seconds |
./spec/requests/api/v1/achievements_spec.rb[1:3:1:1:1]                                         | passed | 0.0578 seconds  |
./spec/requests/api/v1/achievements_spec.rb[1:3:1:2:1]                                         | passed | 0.03961 seconds |
./spec/requests/api/v1/achievements_spec.rb[1:3:1:3:1]                                         | passed | 0.02913 seconds |
./spec/requests/api/v1/achievements_spec.rb[1:4:1:1:1]                                         | passed | 0.04266 seconds |
./spec/requests/api/v1/achievements_spec.rb[1:4:1:2:1]                                         | passed | 0.02647 seconds |
./spec/requests/api/v1/achievements_spec.rb[1:4:1:3:1]                                         | passed | 0.03478 seconds |
./spec/requests/api/v1/achievements_spec.rb[1:5:1:1:1]                                         | passed | 0.03018 seconds |
./spec/requests/api/v1/achievements_spec.rb[1:5:1:2:1]                                         | passed | 0.01461 seconds |
./spec/requests/api/v1/dev_employee_activity_types_spec.rb[1:1:1:1:1]                          | passed | 0.03661 seconds |
./spec/requests/api/v1/dev_employee_activity_types_spec.rb[1:2:1:1:1]                          | passed | 0.02211 seconds |
./spec/requests/api/v1/dev_employee_activity_types_spec.rb[1:2:1:2:1]                          | passed | 0.02145 seconds |
./spec/requests/api/v1/dev_employee_activity_types_spec.rb[1:3:1:1:1]                          | passed | 0.02307 seconds |
./spec/requests/api/v1/dev_employee_activity_types_spec.rb[1:3:1:2:1]                          | passed | 0.0197 seconds  |
./spec/requests/api/v1/dev_employee_activity_types_spec.rb[1:4:1:1:1]                          | passed | 0.03071 seconds |
./spec/requests/api/v1/dev_employee_activity_types_spec.rb[1:4:1:2:1]                          | passed | 0.0256 seconds  |
./spec/requests/api/v1/dev_employee_activity_types_spec.rb[1:5:1:1:1]                          | passed | 0.02702 seconds |
./spec/requests/api/v1/dev_employee_activity_types_spec.rb[1:5:1:2:1]                          | passed | 0.01662 seconds |
./spec/requests/api/v1/dev_project_criteria_spec.rb[1:1:1:1:1]                                 | passed | 0.0376 seconds  |
./spec/requests/api/v1/dev_project_criteria_spec.rb[1:2:1:1:1]                                 | passed | 0.02665 seconds |
./spec/requests/api/v1/dev_project_criteria_spec.rb[1:2:1:2:1]                                 | passed | 0.01898 seconds |
./spec/requests/api/v1/dev_project_criteria_spec.rb[1:3:1:1:1]                                 | passed | 0.02129 seconds |
./spec/requests/api/v1/dev_project_criteria_spec.rb[1:3:1:2:1]                                 | passed | 0.01955 seconds |
./spec/requests/api/v1/dev_project_criteria_spec.rb[1:4:1:1:1]                                 | passed | 0.03065 seconds |
./spec/requests/api/v1/dev_project_criteria_spec.rb[1:4:1:2:1]                                 | passed | 0.02247 seconds |
./spec/requests/api/v1/dev_project_criteria_spec.rb[1:5:1:1:1]                                 | passed | 0.02538 seconds |
./spec/requests/api/v1/dev_project_criteria_spec.rb[1:5:1:2:1]                                 | passed | 0.01688 seconds |
./spec/requests/api/v1/integration_sync_jobs_spec.rb[1:1:1:1:1]                                | passed | 0.02702 seconds |
./spec/requests/api/v1/integration_sync_jobs_spec.rb[1:1:1:2:1]                                | passed | 0.01841 seconds |
./spec/requests/api/v1/integration_sync_jobs_spec.rb[1:2:1:1:1]                                | passed | 0.05285 seconds |
./spec/requests/api/v1/integration_sync_jobs_spec.rb[1:3:1:1:1]                                | passed | 0.02325 seconds |
./spec/requests/api/v1/integration_sync_jobs_spec.rb[1:3:1:2:1]                                | passed | 0.02919 seconds |
./spec/requests/api/v1/integrations_spec.rb[1:1:1:1]                                           | passed | 0.01929 seconds |
./spec/requests/api/v1/integrations_spec.rb[1:1:2:1]                                           | passed | 0.02469 seconds |
./spec/requests/api/v1/integrations_spec.rb[1:1:3:1]                                           | passed | 0.0193 seconds  |
./spec/requests/api/v1/reports_spec.rb[1:1:1:1:1]                                              | passed | 0.02205 seconds |
./spec/requests/api/v1/reports_spec.rb[1:2:1:1:1:1]                                            | passed | 0.02434 seconds |
./spec/requests/api/v1/reports_spec.rb[1:2:1:2:1:1]                                            | passed | 0.02922 seconds |
./spec/requests/api/v1/reports_spec.rb[1:2:1:3:1:1]                                            | passed | 0.0248 seconds  |
./spec/requests/api/v1/reports_spec.rb[1:2:1:4:1:1]                                            | passed | 0.02398 seconds |
./spec/requests/api/v1/reports_spec.rb[1:2:1:5:1:1]                                            | passed | 0.02572 seconds |
./spec/requests/api/v1/reports_spec.rb[1:2:1:6:1:1]                                            | passed | 0.0233 seconds  |
./spec/requests/api/v1/researcher_dev_activities_spec.rb[1:1:1:1:1]                            | passed | 0.0413 seconds  |
./spec/requests/api/v1/researcher_dev_activities_spec.rb[1:1:1:2:1]                            | passed | 0.03669 seconds |
./spec/requests/api/v1/researcher_dev_activities_spec.rb[1:1:1:3:1]                            | passed | 0.01916 seconds |
./spec/requests/api/v1/researcher_dev_activities_spec.rb[1:1:1:4:1]                            | passed | 0.0325 seconds  |
./spec/requests/api/v1/researcher_dev_activities_spec.rb[1:2:1:1:1]                            | passed | 0.03503 seconds |
./spec/requests/api/v1/researcher_dev_activities_spec.rb[1:2:1:2:1]                            | passed | 0.02832 seconds |
./spec/requests/api/v1/researcher_dev_activities_spec.rb[1:2:1:3:1]                            | passed | 0.0208 seconds  |
./spec/requests/api/v1/researchers_spec.rb[1:1:1:1:1]                                          | passed | 0.04141 seconds |
./spec/requests/api/v1/researchers_spec.rb[1:1:1:2:1]                                          | passed | 0.0374 seconds  |
./spec/requests/api/v1/researchers_spec.rb[1:2:1:1:1]                                          | passed | 0.06213 seconds |
./spec/requests/api/v1/researchers_spec.rb[1:2:1:2:1]                                          | passed | 0.02677 seconds |
./spec/requests/api/v1/researchers_spec.rb[1:3:1:1:1]                                          | passed | 0.05916 seconds |
./spec/requests/api/v1/researchers_spec.rb[1:3:1:2:1]                                          | passed | 0.0266 seconds  |
./spec/requests/api/v1/researchers_spec.rb[1:3:1:3:1]                                          | passed | 0.03677 seconds |
./spec/requests/api/v1/researchers_spec.rb[1:4:1:1:1]                                          | passed | 0.06537 seconds |
./spec/requests/api/v1/researchers_spec.rb[1:4:1:2:1]                                          | passed | 0.02641 seconds |
./spec/requests/api/v1/researchers_spec.rb[1:4:1:3:1]                                          | passed | 0.05643 seconds |
./spec/requests/api/v1/researchers_spec.rb[1:5:1:1:1]                                          | passed | 0.03499 seconds |
./spec/requests/api/v1/researchers_spec.rb[1:5:1:2:1]                                          | passed | 0.02419 seconds |
./spec/requests/api/v1/selectors_spec.rb[1:1:1:1:1]                                            | passed | 0.04132 seconds |
./spec/requests/api/v1/selectors_spec.rb[1:1:1:2:1]                                            | passed | 0.0405 seconds  |
./spec/requests/api/v1/selectors_spec.rb[1:2:1:1:1]                                            | passed | 0.04501 seconds |
./spec/requests/api/v1/selectors_spec.rb[1:2:1:2:1]                                            | passed | 0.03842 seconds |
./spec/requests/api/v1/selectors_spec.rb[1:3:1:1:1]                                            | passed | 0.03277 seconds |
./spec/requests/api/v1/selectors_spec.rb[1:4:1:1:1]                                            | passed | 0.0358 seconds  |
./spec/requests/api/v1/selectors_spec.rb[1:5:1:1:1]                                            | passed | 0.02745 seconds |
./spec/requests/api/v1/selectors_spec.rb[1:6:1:1:1]                                            | passed | 0.02673 seconds |
./spec/requests/api/v1/selectors_spec.rb[1:7:1:1:1]                                            | passed | 0.03221 seconds |
./spec/requests/api/v1/selectors_spec.rb[1:8:1:1:1]                                            | passed | 0.04101 seconds |
./spec/requests/api/v1/selectors_spec.rb[1:9:1:1:1]                                            | passed | 0.0303 seconds  |
./spec/requests/api/v1/settings_spec.rb[1:1:1:1:1:1]                                           | passed | 0.02133 seconds |
./spec/requests/api/v1/settings_spec.rb[1:1:1:2:1:1]                                           | passed | 0.02469 seconds |
./spec/requests/api/v1/settings_spec.rb[1:2:1:1:1]                                             | passed | 0.03716 seconds |
./spec/requests/api/v1/settings_spec.rb[1:2:1:2:1]                                             | passed | 0.07943 seconds |
./spec/requests/api/v1/settings_spec.rb[1:2:1:3:1]                                             | passed | 0.02634 seconds |
./spec/requests/api/v1/sync_results_spec.rb[1:1:1:1:1:1]                                       | passed | 0.01986 seconds |
./spec/requests/api/v1/sync_results_spec.rb[1:1:1:2:1:1]                                       | passed | 0.01902 seconds |
./spec/requests/api/v1/sync_results_spec.rb[1:2:1:1:1]                                         | passed | 0.02807 seconds |
./spec/requests/api/v1/sync_results_spec.rb[1:2:1:2:1]                                         | passed | 0.02187 seconds |
./spec/requests/api/v1/sync_results_spec.rb[1:3:1:1:1]                                         | passed | 0.02483 seconds |
./spec/requests/api/v1/teams_spec.rb[1:1:1:1:1]                                                | passed | 0.06679 seconds |
./spec/requests/api/v1/teams_spec.rb[1:1:1:2:1]                                                | passed | 0.07149 seconds |
./spec/requests/api/v1/teams_spec.rb[1:2:1:1:1]                                                | passed | 0.05179 seconds |
./spec/requests/api/v1/teams_spec.rb[1:2:1:2:1]                                                | passed | 0.02646 seconds |
./spec/requests/api/v1/teams_spec.rb[1:3:1:1:1]                                                | passed | 0.06794 seconds |
./spec/requests/api/v1/teams_spec.rb[1:3:1:2:1]                                                | passed | 0.01879 seconds |
./spec/requests/api/v1/teams_spec.rb[1:3:1:3:1]                                                | passed | 0.02009 seconds |
./spec/requests/api/v1/teams_spec.rb[1:4:1:1:1]                                                | passed | 0.0844 seconds  |
./spec/requests/api/v1/teams_spec.rb[1:4:1:2:1]                                                | passed | 0.02039 seconds |
./spec/requests/api/v1/teams_spec.rb[1:4:1:3:1]                                                | passed | 0.02404 seconds |
./spec/requests/api/v1/teams_spec.rb[1:5:1:1:1]                                                | passed | 0.05656 seconds |
./spec/requests/api/v1/teams_spec.rb[1:5:1:2:1]                                                | passed | 0.04519 seconds |
./spec/requests/api/v1/teams_spec.rb[1:5:1:3:1]                                                | passed | 0.02719 seconds |
./spec/requests/api/v1/teams_spec.rb[1:6:1:1:1]                                                | passed | 0.04274 seconds |
./spec/requests/api/v1/teams_spec.rb[1:6:1:2:1]                                                | passed | 0.02485 seconds |
./spec/requests/health_spec.rb[1:1:1]                                                          | passed | 0.01128 seconds |
./spec/requests/health_spec.rb[1:2:1]                                                          | passed | 0.01082 seconds |
./spec/requests/health_spec.rb[1:3:1:1]                                                        | passed | 0.01365 seconds |
./spec/requests/health_spec.rb[1:3:2:1]                                                        | passed | 0.0124 seconds  |
./spec/requests/health_spec.rb[1:3:3:1]                                                        | passed | 0.01234 seconds |
./spec/services/client_disconnect_spec.rb[1:1:1]                                               | passed | 0.00499 seconds |
./spec/services/client_disconnect_spec.rb[1:1:2]                                               | passed | 0.0054 seconds  |
./spec/services/client_disconnect_spec.rb[1:1:3]                                               | passed | 0.0068 seconds  |
./spec/services/integrations/client_spec.rb[1:1:1]                                             | passed | 0.00142 seconds |
./spec/services/integrations/client_spec.rb[1:2:1]                                             | passed | 0.00148 seconds |
./spec/services/integrations/client_spec.rb[1:3:1]                                             | passed | 0.00227 seconds |
./spec/services/integrations/pending_sync_results_store_spec.rb[1:1:1]                         | passed | 0.0031 seconds  |
